월,일,시,건구온도(℃),기압(hPa),운량(1~10),적설량(cm),강우량(mm),풍향,상대습도(%),수평면일사(W/m2),운형,퐁속(m/s),이슬점온도(℃),절대습도(Kg/Kg),공기밀도(Kg/㎥),엔탈피(KJ/Kg),직달일사(W/㎡),,
3,16 ,19,12.70 ,1001.9 ,10 ,0.00 ,0.00 ,WSW,86 ,0.00 ,ScAs,5.7 ,10.30 ,0.0078 ,1.2349 ,32.48 ,0.00 ,,
3,16 ,20,12.60 ,1002.9 ,9 ,0.00 ,0.00 ,SSW,88 ,0.00 ,Sc,4.0 ,10.60 ,0.0080 ,1.2353 ,32.86 ,0.00 ,,
3,16 ,21,12.20 ,1004.0 ,9 ,0.00 ,0.00 ,SW,91 ,0.00 ,Sc,4.3 ,10.90 ,0.0080 ,1.2370 ,32.53 ,0.00 ,,
3,16 ,22,12.00 ,1004.4 ,9 ,0.00 ,0.00 ,SW,91 ,0.00 ,Sc,3.8 ,10.67 ,0.0079 ,1.2379 ,32.05 ,0.00 ,,
3,16 ,23,11.90 ,1004.9 ,9 ,0.00 ,0.00 ,WSW,91 ,0.00 ,Sc,2.5 ,10.43 ,0.0079 ,1.2383 ,31.82 ,0.00 ,,
3,16 ,24,11.60 ,1005.3 ,9 ,0.00 ,0.00 ,WSW,91 ,0.00 ,Sc,7.0 ,10.20 ,0.0077 ,1.2396 ,31.12 ,0.00 ,,
3,17 ,1,11.13 ,1005.5 ,8 ,0.00 ,0.00 ,SW,85 ,0.00 ,ScAs,4.7 ,8.73 ,0.0070 ,1.2417 ,28.86 ,0.00 ,,
3,17 ,2,10.67 ,1005.8 ,7 ,0.00 ,0.00 ,W,80 ,0.00 ,Cs,3.0 ,7.27 ,0.0063 ,1.2437 ,26.69 ,0.00 ,,
3,17 ,3,10.20 ,1006.0 ,6 ,0.00 ,0.00 ,NE,74 ,0.00 ,Cs,2.7 ,5.80 ,0.0057 ,1.2458 ,24.61 ,0.00 ,,
3,17 ,4,9.60 ,1006.3 ,6 ,0.00 ,0.00 ,WNW,71 ,0.00 ,Cs,2.3 ,4.77 ,0.0053 ,1.2484 ,22.86 ,0.00 ,,
3,17 ,5,9.10 ,1006.7 ,6 ,0.00 ,0.00 ,W,68 ,0.00 ,ScCs,3.0 ,3.73 ,0.0049 ,1.2506 ,21.37 ,0.00 ,,
3,17 ,6,8.80 ,1007.0 ,6 ,0.00 ,0.00 ,W,65 ,0.00 ,ScCs,6.3 ,2.70 ,0.0045 ,1.2519 ,20.29 ,0.00 ,,
3,17 ,7,8.10 ,1007.9 ,7 ,0.00 ,0.00 ,W,55 ,16.94 ,ScCs,3.7 ,-0.57 ,0.0037 ,1.2551 ,17.41 ,1.35 ,,
3,17 ,8,7.00 ,1008.8 ,9 ,0.00 ,0.00 ,WSW,46 ,11.11 ,ScAs,3.3 ,-3.83 ,0.0028 ,1.2600 ,14.12 ,0.89 ,,
3,17 ,9,6.60 ,1009.7 ,10 ,0.00 ,0.00 ,W,36 ,52.78 ,ScAs,5.0 ,-7.10 ,0.0022 ,1.2618 ,12.06 ,4.22 ,,
3,17 ,10,6.50 ,1010.7 ,10 ,0.00 ,0.00 ,WNW,35 ,150.00 ,ScAs,4.7 ,-7.33 ,0.0021 ,1.2622 ,11.82 ,12.00 ,,
3,17 ,11,6.10 ,1011.6 ,9 ,0.00 ,0.00 ,WNW,35 ,197.22 ,ScAs,5.0 ,-7.57 ,0.0020 ,1.2641 ,11.17 ,15.78 ,,
3,17 ,12,6.90 ,1012.6 ,9 ,0.00 ,0.00 ,NNW,34 ,405.56 ,ScAs,1.7 ,-7.80 ,0.0021 ,1.2604 ,12.17 ,69.85 ,,
3,17 ,13,6.80 ,1012.6 ,9 ,0.00 ,0.00 ,NNW,32 ,475.00 ,ScAs,4.0 ,-8.47 ,0.0019 ,1.2609 ,11.72 ,115.81 ,,
3,17 ,14,6.60 ,1012.6 ,10 ,0.00 ,0.00 ,WSW,30 ,363.89 ,ScAs,4.0 ,-9.13 ,0.0018 ,1.2618 ,11.15 ,56.71 ,,
3,17 ,15,7.40 ,1012.6 ,10 ,0.00 ,0.00 ,NW,28 ,375.00 ,ScAs,3.8 ,-9.80 ,0.0018 ,1.2582 ,11.89 ,87.10 ,,
3,17 ,16,7.90 ,1012.8 ,9 ,0.00 ,0.00 ,NW,28 ,300.00 ,ScAs,4.3 ,-9.97 ,0.0018 ,1.2560 ,12.50 ,75.28 ,,
3,17 ,17,7.80 ,1012.9 ,9 ,0.00 ,0.00 ,NW,27 ,175.00 ,Ci,2.7 ,-10.13 ,0.0018 ,1.2564 ,12.31 ,35.99 ,,
3,17 ,18,7.20 ,1013.1 ,8 ,0.00 ,0.00 ,NNW,27 ,94.44 ,Ci,4.3 ,-10.30 ,0.0017 ,1.2591 ,11.47 ,43.61 ,,
3,17 ,19,5.60 ,1013.7 ,7 ,0.00 ,0.00 ,NNW,28 ,0.00 ,Ci,2.0 ,-11.10 ,0.0015 ,1.2663 ,9.51 ,0.00 ,,
3,17 ,20,4.80 ,1014.3 ,7 ,0.00 ,0.00 ,NW,28 ,0.00 ,Ci,2.3 ,-11.90 ,0.0015 ,1.2700 ,8.58 ,0.00 ,,
3,17 ,21,3.90 ,1014.9 ,6 ,0.00 ,0.00 ,NW,29 ,0.00 ,Ci,3.0 ,-12.70 ,0.0014 ,1.2741 ,7.53 ,0.00 ,,
3,17 ,22,3.10 ,1015.1 ,7 ,0.00 ,0.00 ,NW,29 ,0.00 ,Ci,2.3 ,-13.10 ,0.0014 ,1.2778 ,6.53 ,0.00 ,,
3,17 ,23,2.80 ,1015.2 ,7 ,0.00 ,0.00 ,WNW,29 ,0.00 ,Cs,3.0 ,-13.50 ,0.0013 ,1.2792 ,6.15 ,0.00 ,,
3,17 ,24,2.30 ,1015.4 ,8 ,0.00 ,0.00 ,NW,29 ,0.00 ,Cs,3.0 ,-13.90 ,0.0013 ,1.2815 ,5.53 ,0.00 ,,
3,18 ,1,1.77 ,1014.9 ,8 ,0.00 ,0.00 ,NNW,31 ,0.00 ,Sc,8.7 ,-13.70 ,0.0013 ,1.2840 ,5.05 ,0.00 ,,
3,18 ,2,1.23 ,1014.3 ,8 ,0.00 ,0.00 ,NW,32 ,0.00 ,Cs,10.8 ,-13.50 ,0.0013 ,1.2865 ,4.56 ,0.00 ,,
3,18 ,3,0.70 ,1013.8 ,8 ,0.00 ,0.00 ,NW,34 ,0.00 ,Cs,13.3 ,-13.30 ,0.0013 ,1.2890 ,4.07 ,0.00 ,,
3,18 ,4,-0.10 ,1014.0 ,6 ,0.00 ,0.00 ,NW,38 ,0.00 ,Cs,7.7 ,-12.60 ,0.0014 ,1.2928 ,3.45 ,0.00 ,,
3,18 ,5,-0.60 ,1014.3 ,5 ,0.00 ,0.00 ,N,42 ,0.00 ,Ci,3.3 ,-11.90 ,0.0015 ,1.2951 ,3.18 ,0.00 ,,
3,18 ,6,-0.90 ,1014.5 ,3 ,0.00 ,0.00 ,NW,46 ,0.00 ,Ci,2.0 ,-11.20 ,0.0016 ,1.2966 ,3.14 ,0.00 ,,
3,18 ,7,-0.90 ,1014.7 ,5 ,0.00 ,0.00 ,SSE,47 ,0.00 ,Ci,3.7 ,-10.20 ,0.0016 ,1.2966 ,3.20 ,0.00 ,,
3,18 ,8,-0.50 ,1014.8 ,7 ,0.00 ,0.00 ,NW,47 ,75.00 ,AcCi,2.0 ,-9.20 ,0.0017 ,1.2947 ,3.79 ,6.00 ,,
3,18 ,9,1.30 ,1015.0 ,9 ,0.00 ,0.00 ,SW,48 ,219.44 ,AcCi,2.3 ,-8.20 ,0.0020 ,1.2862 ,6.27 ,29.05 ,,
3,18 ,10,2.90 ,1014.9 ,6 ,0.00 ,0.00 ,ESE,44 ,325.00 ,AcCi,2.7 ,-7.93 ,0.0020 ,1.2787 ,7.98 ,56.28 ,,
3,18 ,11,4.70 ,1014.8 ,3 ,0.00 ,0.00 ,W,39 ,661.11 ,0,2.3 ,-7.67 ,0.0021 ,1.2704 ,9.91 ,347.72 ,,
3,18 ,12,6.40 ,1014.7 ,0 ,0.00 ,0.00 ,NW,35 ,766.67 ,0,3.7 ,-7.40 ,0.0021 ,1.2627 ,11.63 ,444.70 ,,
3,18 ,13,7.50 ,1013.9 ,0 ,0.00 ,0.00 ,W,34 ,805.56 ,0,4.0 ,-7.07 ,0.0022 ,1.2577 ,12.99 ,491.06 ,,
3,18 ,14,8.60 ,1013.1 ,0 ,0.00 ,0.00 ,W,33 ,769.44 ,0,2.7 ,-6.73 ,0.0023 ,1.2528 ,14.35 ,478.14 ,,
3,18 ,15,9.70 ,1012.3 ,0 ,0.00 ,0.00 ,NW,32 ,666.67 ,0,2.3 ,-6.40 ,0.0024 ,1.2480 ,15.72 ,415.67 ,,
3,18 ,16,11.20 ,1012.3 ,0 ,0.00 ,0.00 ,NW,34 ,511.11 ,0,3.5 ,-5.93 ,0.0028 ,1.2414 ,18.28 ,316.23 ,,
3,18 ,17,9.80 ,1012.4 ,1 ,0.00 ,0.00 ,SSW,36 ,311.11 ,Sc,6.0 ,-5.47 ,0.0027 ,1.2475 ,16.61 ,183.13 ,,
3,18 ,18,8.40 ,1012.4 ,1 ,0.00 ,0.00 ,SSW,38 ,113.89 ,Sc,7.7 ,-5.00 ,0.0026 ,1.2537 ,14.93 ,66.36 ,,
3,18 ,19,7.40 ,1013.1 ,1 ,0.00 ,0.00 ,WSW,37 ,0.00 ,Sc,4.0 ,-5.93 ,0.0023 ,1.2582 ,13.33 ,0.00 ,,
3,18 ,20,7.00 ,1013.7 ,0 ,0.00 ,0.00 ,W,36 ,0.00 ,0,5.0 ,-6.87 ,0.0022 ,1.2600 ,12.61 ,0.00 ,,
3,18 ,21,6.60 ,1014.4 ,0 ,0.00 ,0.00 ,WNW,35 ,0.00 ,0,4.0 ,-7.80 ,0.0021 ,1.2618 ,11.91 ,0.00 ,,
3,18 ,22,6.00 ,1014.6 ,0 ,0.00 ,0.00 ,W,37 ,0.00 ,0,3.3 ,-7.33 ,0.0021 ,1.2645 ,11.43 ,0.00 ,,
3,18 ,23,5.90 ,1014.7 ,0 ,0.00 ,0.00 ,W,40 ,0.00 ,0,5.3 ,-6.87 ,0.0023 ,1.2650 ,11.62 ,0.00 ,,
3,18 ,24,5.20 ,1014.9 ,0 ,0.00 ,0.00 ,WNW,42 ,0.00 ,0,5.2 ,-6.40 ,0.0023 ,1.2681 ,10.97 ,0.00 ,,
3,19 ,1,4.80 ,1014.9 ,0 ,0.00 ,0.00 ,W,39 ,0.00 ,Cs,8.2 ,-7.83 ,0.0021 ,1.2700 ,10.01 ,0.00 ,,
3,19 ,2,5.00 ,1014.9 ,0 ,0.00 ,0.00 ,W,36 ,0.00 ,0,4.7 ,-9.27 ,0.0019 ,1.2691 ,9.87 ,0.00 ,,
3,19 ,3,4.40 ,1014.9 ,0 ,0.00 ,0.00 ,W,33 ,0.00 ,0,4.7 ,-10.70 ,0.0017 ,1.2718 ,8.68 ,0.00 ,,
3,19 ,4,4.10 ,1014.9 ,0 ,0.00 ,0.00 ,W,36 ,0.00 ,0,3.5 ,-9.87 ,0.0018 ,1.2732 ,8.67 ,0.00 ,,
3,19 ,5,3.30 ,1014.9 ,0 ,0.00 ,0.00 ,W,39 ,0.00 ,0,3.3 ,-9.03 ,0.0019 ,1.2769 ,7.97 ,0.00 ,,
3,19 ,6,3.00 ,1014.9 ,0 ,0.00 ,0.00 ,W,42 ,0.00 ,0,2.5 ,-8.20 ,0.0020 ,1.2782 ,7.92 ,0.00 ,,
3,19 ,7,2.60 ,1015.5 ,0 ,0.00 ,0.00 ,W,43 ,0.00 ,0,2.7 ,-7.70 ,0.0019 ,1.2801 ,7.46 ,0.00 ,,
3,19 ,8,3.10 ,1016.0 ,0 ,0.00 ,0.00 ,WNW,43 ,122.22 ,0,5.2 ,-7.20 ,0.0020 ,1.2778 ,8.22 ,12.66 ,,
3,19 ,9,4.60 ,1016.6 ,0 ,0.00 ,0.00 ,W,44 ,327.78 ,0,3.7 ,-6.70 ,0.0023 ,1.2709 ,10.39 ,102.63 ,,
3,19 ,10,5.60 ,1016.6 ,0 ,0.00 ,0.00 ,NNW,38 ,536.11 ,0,2.7 ,-7.60 ,0.0021 ,1.2663 ,11.02 ,256.62 ,,
3,19 ,11,7.30 ,1016.6 ,0 ,0.00 ,0.00 ,NNW,33 ,691.67 ,0,3.5 ,-8.50 ,0.0021 ,1.2586 ,12.50 ,384.00 ,,
3,19 ,12,8.90 ,1016.6 ,0 ,0.00 ,0.00 ,N,27 ,788.89 ,0,3.5 ,-9.40 ,0.0019 ,1.2515 ,13.71 ,469.78 ,,
3,19 ,13,10.10 ,1015.8 ,0 ,0.00 ,0.00 ,NW,25 ,827.78 ,0,4.0 ,-8.87 ,0.0019 ,1.2462 ,15.00 ,515.00 ,,
3,19 ,14,11.20 ,1015.0 ,0 ,0.00 ,0.00 ,WNW,24 ,797.22 ,0,2.0 ,-8.33 ,0.0019 ,1.2414 ,16.14 ,507.34 ,,
3,19 ,15,13.00 ,1014.2 ,0 ,0.00 ,0.00 ,SSW,22 ,686.11 ,0,5.0 ,-7.80 ,0.0020 ,1.2336 ,18.18 ,435.67 ,,
3,19 ,16,10.50 ,1014.1 ,0 ,0.00 ,0.00 ,SSW,26 ,527.78 ,0,8.0 ,-6.87 ,0.0021 ,1.2444 ,15.73 ,333.50 ,,
3,19 ,17,10.00 ,1013.9 ,0 ,0.00 ,0.00 ,SSW,31 ,333.33 ,0,8.3 ,-5.93 ,0.0023 ,1.2466 ,15.89 ,208.02 ,,
3,19 ,18,9.50 ,1013.8 ,0 ,0.00 ,0.00 ,SSW,35 ,119.44 ,0,8.2 ,-5.00 ,0.0026 ,1.2488 ,15.99 ,71.38 ,,
3,19 ,19,3.50 ,1014.3 ,0 ,0.00 ,0.00 ,SSW,40 ,0.00 ,0,7.3 ,-3.97 ,0.0019 ,1.2759 ,8.40 ,0.00 ,,
3,19 ,20,3.30 ,1014.9 ,0 ,0.00 ,0.00 ,SSW,46 ,0.00 ,0,6.3 ,-2.93 ,0.0022 ,1.2769 ,8.77 ,0.00 ,,
3,19 ,21,7.80 ,1015.4 ,0 ,0.00 ,0.00 ,SW,51 ,0.00 ,0,3.3 ,-1.90 ,0.0033 ,1.2564 ,16.21 ,0.00 ,,
3,19 ,22,2.60 ,1015.5 ,1 ,0.00 ,0.00 ,WSW,50 ,0.00 ,0,3.3 ,-2.10 ,0.0023 ,1.2801 ,8.30 ,0.00 ,,
3,19 ,23,3.10 ,1015.6 ,2 ,0.00 ,0.00 ,SW,49 ,0.00 ,Ci,6.7 ,-2.30 ,0.0023 ,1.2778 ,8.89 ,0.00 ,,
3,19 ,24,7.80 ,1015.7 ,3 ,0.00 ,0.00 ,SW,48 ,0.00 ,Ci,6.7 ,-2.50 ,0.0031 ,1.2564 ,15.71 ,0.00 ,,
3,20 ,1,7.53 ,1015.6 ,3 ,0.00 ,0.00 ,WSW,49 ,0.00 ,0,6.7 ,-2.40 ,0.0032 ,1.2576 ,15.52 ,0.00 ,,
3,20 ,2,7.27 ,1015.5 ,3 ,0.00 ,0.00 ,WSW,51 ,0.00 ,Ci,4.7 ,-2.30 ,0.0032 ,1.2588 ,15.31 ,0.00 ,,
3,20 ,3,7.00 ,1015.4 ,3 ,0.00 ,0.00 ,WSW,52 ,0.00 ,Ci,4.3 ,-2.20 ,0.0032 ,1.2600 ,15.11 ,0.00 ,,
3,20 ,4,6.90 ,1015.3 ,2 ,0.00 ,0.00 ,WSW,54 ,0.00 ,Ci,3.7 ,-1.63 ,0.0033 ,1.2604 ,15.21 ,0.00 ,,
3,20 ,5,7.00 ,1015.1 ,1 ,0.00 ,0.00 ,WSW,55 ,0.00 ,0,3.7 ,-1.07 ,0.0034 ,1.2600 ,15.63 ,0.00 ,,
3,20 ,6,7.60 ,1015.0 ,0 ,0.00 ,0.00 ,SW,57 ,0.00 ,0,1.7 ,-0.50 ,0.0037 ,1.2573 ,16.87 ,0.00 ,,
3,20 ,7,7.90 ,1015.3 ,0 ,0.00 ,0.00 ,SSW,58 ,0.00 ,0,3.0 ,0.63 ,0.0038 ,1.2560 ,17.47 ,0.00 ,,
3,20 ,8,8.90 ,1015.6 ,0 ,0.00 ,0.00 ,WSW,58 ,83.33 ,0,3.3 ,1.77 ,0.0041 ,1.2515 ,19.28 ,6.67 ,,
3,20 ,9,10.40 ,1015.9 ,0 ,0.00 ,0.00 ,SW,59 ,238.89 ,0,4.5 ,2.90 ,0.0046 ,1.2449 ,22.03 ,36.35 ,,
3,20 ,10,12.50 ,1015.3 ,0 ,0.00 ,0.00 ,SSW,53 ,416.67 ,0,4.7 ,2.57 ,0.0047 ,1.2357 ,24.46 ,121.46 ,,
3,20 ,11,15.00 ,1014.7 ,1 ,0.00 ,0.00 ,SSW,46 ,583.33 ,Sc,6.0 ,2.23 ,0.0049 ,1.2250 ,27.42 ,245.11 ,,
3,20 ,12,15.50 ,1014.1 ,1 ,0.00 ,0.00 ,SSW,40 ,688.89 ,Sc,9.3 ,1.90 ,0.0044 ,1.2229 ,26.57 ,339.77 ,,
3,20 ,13,15.90 ,1013.4 ,1 ,0.00 ,0.00 ,SSW,42 ,761.11 ,Sc,9.3 ,2.40 ,0.0047 ,1.2212 ,27.84 ,431.00 ,,
3,20 ,14,15.80 ,1012.6 ,0 ,0.00 ,0.00 ,SSW,44 ,736.11 ,0,11.0 ,2.90 ,0.0049 ,1.2216 ,28.22 ,433.72 ,,
3,20 ,15,15.10 ,1011.9 ,0 ,0.00 ,0.00 ,SSW,46 ,641.67 ,0,12.0 ,3.40 ,0.0049 ,1.2246 ,27.51 ,381.92 ,,
3,20 ,16,14.90 ,1011.7 ,0 ,0.00 ,0.00 ,SSW,49 ,483.33 ,0,12.3 ,3.80 ,0.0052 ,1.2254 ,28.04 ,278.42 ,,
3,20 ,17,14.40 ,1011.6 ,0 ,0.00 ,0.00 ,SSW,53 ,300.00 ,0,10.0 ,4.20 ,0.0053 ,1.2276 ,27.97 ,165.06 ,,
3,20 ,18,13.20 ,1011.4 ,0 ,0.00 ,0.00 ,SSW,56 ,111.11 ,0,11.7 ,4.60 ,0.0053 ,1.2327 ,26.53 ,58.86 ,,
3,20 ,19,12.20 ,1011.9 ,1 ,0.00 ,0.00 ,SSW,58 ,0.00 ,0,12.3 ,4.73 ,0.0051 ,1.2370 ,25.12 ,0.00 ,,
3,20 ,20,12.10 ,1012.3 ,3 ,0.00 ,0.00 ,SSW,60 ,0.00 ,Sc,11.0 ,4.87 ,0.0052 ,1.2375 ,25.37 ,0.00 ,,
3,20 ,21,12.10 ,1012.8 ,4 ,0.00 ,0.00 ,SW,62 ,0.00 ,Sc,9.7 ,5.00 ,0.0054 ,1.2375 ,25.82 ,0.00 ,,
3,20 ,22,12.20 ,1012.6 ,5 ,0.00 ,0.00 ,SSW,67 ,0.00 ,Sc,4.3 ,6.13 ,0.0059 ,1.2370 ,27.13 ,0.00 ,,
3,20 ,23,12.30 ,1012.5 ,6 ,0.00 ,0.00 ,SSW,72 ,0.00 ,Sc,6.3 ,7.27 ,0.0064 ,1.2366 ,28.46 ,0.00 ,,
3,21 ,24,12.30 ,1012.3 ,7 ,0.00 ,0.00 ,SSW,77 ,0.00 ,Sc,5.2 ,8.40 ,0.0068 ,1.2366 ,29.59 ,0.00 ,,
3,21 ,1,12.55 ,1012.0 ,8 ,0.00 ,0.00 ,SSW,78 ,0.00 ,Ci,7.3 ,8.67 ,0.0070 ,1.2355 ,30.29 ,0.00 ,,
3,21 ,2,12.80 ,1011.7 ,8 ,0.00 ,0.00 ,SSW,78 ,0.00 ,As,8.3 ,8.93 ,0.0072 ,1.2344 ,30.99 ,0.00 ,,
3,21 ,3,12.80 ,1011.4 ,9 ,0.00 ,0.00 ,SW,79 ,0.00 ,As,7.3 ,9.20 ,0.0072 ,1.2344 ,31.15 ,0.00 ,,
3,21 ,4,12.80 ,1011.2 ,8 ,0.00 ,0.00 ,SW,79 ,0.00 ,As,9.0 ,9.20 ,0.0072 ,1.2344 ,31.15 ,0.00 ,,
3,21 ,5,12.70 ,1011.1 ,8 ,0.00 ,0.00 ,SW,79 ,0.00 ,Sc,10.0 ,9.20 ,0.0072 ,1.2349 ,30.93 ,0.00 ,,
3,21 ,6,12.80 ,1010.9 ,7 ,0.00 ,0.00 ,SW,79 ,0.00 ,Sc,7.0 ,9.20 ,0.0072 ,1.2344 ,31.15 ,0.00 ,,
3,21 ,7,12.90 ,1010.8 ,5 ,0.00 ,0.00 ,SSW,77 ,0.00 ,Sc,11.3 ,9.70 ,0.0071 ,1.2340 ,30.98 ,0.00 ,,
3,21 ,8,13.50 ,1010.7 ,4 ,0.00 ,0.00 ,SSW,76 ,94.44 ,Sc,6.0 ,10.20 ,0.0073 ,1.2314 ,31.91 ,7.44 ,,
3,21 ,9,15.40 ,1010.6 ,2 ,0.00 ,0.00 ,SSW,74 ,294.44 ,Sc,5.3 ,10.70 ,0.0080 ,1.2233 ,35.81 ,70.05 ,,
3,21 ,10,16.90 ,1010.2 ,3 ,0.00 ,0.00 ,S,71 ,488.89 ,Sc,6.7 ,10.77 ,0.0085 ,1.2170 ,38.60 ,194.03 ,,
3,21 ,11,16.50 ,1009.8 ,4 ,0.00 ,0.00 ,SSW,69 ,550.00 ,Sc,8.3 ,10.83 ,0.0080 ,1.2187 ,36.84 ,204.64 ,,
3,21 ,12,17.30 ,1009.4 ,5 ,0.00 ,0.00 ,S,66 ,744.44 ,Sc,9.0 ,10.90 ,0.0081 ,1.2153 ,37.89 ,408.25 ,,
3,21 ,13,17.30 ,1008.6 ,5 ,0.00 ,0.00 ,SW,66 ,647.22 ,Sc,7.7 ,10.93 ,0.0081 ,1.2153 ,37.99 ,284.34 ,,
3,21 ,14,16.60 ,1007.9 ,4 ,0.00 ,0.00 ,SSW,67 ,488.89 ,Sc,10.3 ,10.97 ,0.0078 ,1.2182 ,36.47 ,140.99 ,,
3,21 ,15,16.90 ,1007.1 ,4 ,0.00 ,0.00 ,SSW,67 ,630.56 ,Sc,9.7 ,11.00 ,0.0080 ,1.2170 ,37.27 ,365.98 ,,
3,21 ,16,16.40 ,1006.9 ,3 ,0.00 ,0.00 ,SSW,71 ,469.44 ,Sc,14.0 ,11.20 ,0.0083 ,1.2191 ,37.40 ,258.65 ,,
3,21 ,17,15.90 ,1006.7 ,2 ,0.00 ,0.00 ,SSW,76 ,250.00 ,Sc,10.3 ,11.40 ,0.0085 ,1.2212 ,37.47 ,100.87 ,,
3,21 ,18,15.00 ,1006.5 ,1 ,0.00 ,0.00 ,SSW,80 ,80.56 ,Sc,7.7 ,11.60 ,0.0085 ,1.2250 ,36.51 ,22.52 ,,
3,21 ,19,14.20 ,1007.0 ,1 ,0.00 ,0.00 ,SSW,84 ,0.00 ,Sc,5.0 ,11.67 ,0.0084 ,1.2284 ,35.55 ,0.00 ,,
3,21 ,20,13.50 ,1007.4 ,2 ,0.00 ,0.00 ,SW,87 ,0.00 ,Sc,5.0 ,11.73 ,0.0084 ,1.2314 ,34.78 ,0.00 ,,
3,21 ,21,13.10 ,1007.9 ,2 ,0.00 ,0.00 ,SW,91 ,0.00 ,Sc,2.0 ,11.80 ,0.0085 ,1.2331 ,34.69 ,0.00 ,,
3,21 ,22,13.10 ,1008.4 ,5 ,0.00 ,0.00 ,WSW,89 ,0.00 ,Sc,5.3 ,11.03 ,0.0083 ,1.2331 ,34.21 ,0.00 ,,
3,21 ,23,13.00 ,1008.8 ,7 ,0.00 ,0.00 ,WSW,87 ,0.00 ,As,4.0 ,10.27 ,0.0081 ,1.2336 ,33.50 ,0.00 ,,
3,21 ,24,12.00 ,1009.3 ,10 ,0.00 ,0.00 ,ENE,85 ,0.00 ,As,3.8 ,9.50 ,0.0074 ,1.2379 ,30.72 ,0.00 ,,
3,22 ,1,11.60 ,1009.2 ,10 ,0.00 ,0.00 ,NE,85 ,0.00 ,Sc,3.8 ,9.07 ,0.0072 ,1.2396 ,29.75 ,0.00 ,,
3,22 ,2,11.20 ,1009.1 ,10 ,0.00 ,0.00 ,NE,84 ,0.00 ,As,4.3 ,8.63 ,0.0070 ,1.2414 ,28.79 ,0.00 ,,
3,22 ,3,10.80 ,1009.0 ,10 ,0.00 ,0.00 ,ENE,84 ,0.00 ,As,4.0 ,8.20 ,0.0067 ,1.2431 ,27.85 ,0.00 ,,
3,22 ,4,10.40 ,1009.2 ,9 ,0.00 ,0.00 ,NNE,83 ,0.00 ,As,5.2 ,7.90 ,0.0065 ,1.2449 ,26.86 ,0.00 ,,
3,22 ,5,10.10 ,1009.5 ,9 ,0.00 ,0.00 ,NE,83 ,0.00 ,Sc,6.2 ,7.60 ,0.0063 ,1.2462 ,26.10 ,0.00 ,,
3,22 ,6,10.10 ,1009.7 ,8 ,0.00 ,0.00 ,NNE,82 ,0.00 ,Sc,5.0 ,7.30 ,0.0063 ,1.2462 ,25.97 ,0.00 ,,
3,22 ,7,9.90 ,1010.4 ,8 ,0.00 ,0.00 ,NE,80 ,0.00 ,Sc,3.7 ,7.03 ,0.0060 ,1.2471 ,25.10 ,0.00 ,,
3,22 ,8,10.20 ,1011.2 ,9 ,0.00 ,0.00 ,NE,77 ,30.56 ,Sc,5.2 ,6.77 ,0.0060 ,1.2458 ,25.26 ,2.44 ,,
3,22 ,9,10.90 ,1011.9 ,9 ,0.00 ,0.00 ,NE,75 ,116.67 ,Sc,5.0 ,6.50 ,0.0061 ,1.2427 ,26.22 ,9.33 ,,
3,22 ,10,11.30 ,1011.8 ,9 ,0.00 ,0.00 ,NNE,75 ,158.33 ,Sc,6.0 ,6.80 ,0.0062 ,1.2409 ,27.04 ,12.67 ,,
3,22 ,11,11.30 ,1011.8 ,10 ,0.00 ,0.00 ,NNE,75 ,130.56 ,ScAs,5.7 ,7.10 ,0.0062 ,1.2409 ,27.04 ,10.44 ,,
3,22 ,12,11.60 ,1011.7 ,10 ,0.00 ,0.00 ,NNE,75 ,166.67 ,ScAs,5.7 ,7.40 ,0.0063 ,1.2396 ,27.66 ,13.33 ,,
3,22 ,13,11.70 ,1011.2 ,10 ,0.00 ,0.00 ,NNE,76 ,136.11 ,ScAs,2.0 ,7.43 ,0.0065 ,1.2392 ,28.09 ,10.89 ,,
3,22 ,14,11.50 ,1010.6 ,10 ,0.00 ,0.00 ,NNE,77 ,94.44 ,ScAs,4.0 ,7.47 ,0.0065 ,1.2401 ,27.88 ,7.56 ,,
3,22 ,15,11.20 ,1010.1 ,10 ,0.00 ,0.00 ,NNE,78 ,91.67 ,ScAs,3.7 ,7.50 ,0.0064 ,1.2414 ,27.46 ,7.33 ,,
3,22 ,16,11.90 ,1009.9 ,9 ,0.00 ,0.00 ,NNE,77 ,133.33 ,ScAs,5.0 ,7.47 ,0.0067 ,1.2383 ,28.73 ,10.67 ,,
3,22 ,17,11.90 ,1009.8 ,8 ,0.00 ,0.00 ,ENE,76 ,130.56 ,Sc,4.7 ,7.43 ,0.0066 ,1.2383 ,28.51 ,13.30 ,,
3,22 ,18,11.60 ,1009.6 ,7 ,0.00 ,0.00 ,NNE,75 ,72.22 ,Sc,3.7 ,7.40 ,0.0063 ,1.2396 ,27.66 ,15.07 ,,
3,22 ,19,10.50 ,1009.9 ,6 ,0.00 ,0.00 ,NNE,79 ,0.00 ,Sc,3.7 ,7.40 ,0.0062 ,1.2444 ,26.27 ,0.00 ,,
3,22 ,20,9.70 ,1010.1 ,5 ,0.00 ,0.00 ,NNE,84 ,0.00 ,Sc,2.8 ,7.40 ,0.0062 ,1.2480 ,25.45 ,0.00 ,,
