월,일,시,건구온도(℃),기압(hPa),운량(1~10),적설량(cm),강우량(mm),풍향,상대습도(%),수평면일사(W/m2),운형,퐁속(m/s),이슬점온도(℃),절대습도(Kg/Kg),공기밀도(Kg/㎥),엔탈피(KJ/Kg),직달일사(W/㎡)
3,16,7,7.9,1007.8,10,0,0,E,67,0,ScAs,2.4,2.23,0.0044,1.256,19.03,0
3,16,8,8.2,1007.6,10,0,0,ENE,66,2.78,ScAs,2.6,2.37,0.0044,1.2546,19.39,0.22
3,16,9,8.5,1007.4,10,0,0,ENE,66,36.11,ScAs,2.4,2.5,0.0045,1.2533,19.93,2.89
3,16,10,7.7,1007.3,10,0,1,ENE,77,61.11,ScAs,2.2,3.53,0.005,1.2569,20.32,4.89
3,16,11,7.4,1007.1,10,0,2,NE,85,63.89,StNs,1.5,4.57,0.0054,1.2582,21.05,5.11
3,16,12,7.4,1007,10,0,3,ENE,88,80.56,StNs,2.1,5.6,0.0056,1.2582,21.54,6.44
3,16,13,7.5,1006.2,10,0,2.67,ENE,88,86.11,StNs,1.6,5.57,0.0056,1.2577,21.74,6.89
3,16,14,7.4,1005.5,10,0,2.33,ENE,88,83.33,StNs,2,5.53,0.0056,1.2582,21.54,6.67
3,16,15,7,1004.7,10,0,2,ENE,89,52.78,StNs,2.4,5.5,0.0055,1.26,20.9,4.22
3,16,16,6.6,1004.7,10,0,1.83,ENE,89,38.89,StNs,2.4,5.17,0.0054,1.2618,20.12,3.11
3,16,17,6.5,1004.8,10,0,1.67,NE,89,33.33,StNs,2.5,4.83,0.0053,1.2622,19.92,2.67
3,16,18,6.1,1004.8,10,0,1.5,NE,89,2.78,StNs,2.4,4.5,0.0052,1.2641,19.15,0.22
3,16,19,5.8,1005.2,10,0,1,NE,89,0,StNs,2.6,4.13,0.0051,1.2654,18.58,0
3,16,20,5.5,1005.5,10,0,0.5,ENE,89,0,StNs,3.2,3.77,0.005,1.2668,18.01,0
3,16,21,5.4,1005.9,10,0,0,ENE,87,0,StNs,3.2,3.4,0.0048,1.2672,17.54,0
3,16,22,5.4,1006.1,10,0,0,ENE,85,0,StNs,2.8,3.27,0.0047,1.2672,17.26,0
3,16,23,5.1,1006.3,10,0,0,ENE,87,0,StNs,2.9,3.13,0.0047,1.2686,16.98,0
3,16,24,4.6,1006.5,10,0,0,NE,89,0,StNs,2.8,3,0.0047,1.2709,16.33,0
3,17,1,4.1,1006.8,10,0,0.5,NE,91,0,ScCi,2.4,2.7,0.0046,1.2732,15.68,0
3,17,2,3.8,1007,10,0,1,ENE,92,0,StNs,1.8,2.4,0.0046,1.2746,15.25,0
3,17,3,3.5,1007.3,10,0,1.5,ENE,92,0,StNs,1.5,2.1,0.0045,1.2759,14.71,0
3,17,4,3.1,1007.7,10,0,1,ENE,92,0,StNs,1.8,2.03,0.0043,1.2778,13.99,0
3,17,5,3.1,1008.2,10,0,0.5,NE,91,0,ScAs,2.5,1.97,0.0043,1.2778,13.87,0
3,17,6,3.2,1008.6,10,0,0,NE,90,0,ScAs,0.9,1.9,0.0043,1.2773,13.93,0
3,17,7,3.5,1009.3,9,0,0,정온,89,0,ScAs,0.1,1.63,0.0043,1.2759,14.34,0
3,17,8,3.7,1009.9,8,0,0,NNE,86,44.44,Sc,0.7,1.37,0.0042,1.275,14.33,3.56
3,17,9,4.1,1010.6,7,0,0,WNW,81,166.67,Sc,2.8,1.1,0.0041,1.2732,14.4,15.87
3,17,10,5.1,1010.4,8,0,0,WNW,75,280.56,Sc,3,0.87,0.0041,1.2686,15.34,40.86
3,17,11,6.4,1010.2,8,0,0,W,67,477.78,Sc,3.2,0.63,0.004,1.2627,16.42,154.61
3,17,12,6.9,1010,9,0,0,W,64,222.22,Sc,0.9,0.4,0.0039,1.2604,16.81,17.46
3,17,13,8.5,1009.9,8,0,0,NE,57,352.78,Sc,1,0.2,0.0039,1.2533,18.36,47.31
3,17,14,9,1009.7,8,0,0,W,48,330.56,Sc,2.5,0,0.0034,1.2511,17.6,43.58
3,17,15,9.1,1009.6,7,0,0,W,51,269.44,Sc,3.1,-0.2,0.0036,1.2506,18.3,30.97
3,17,16,9.4,1009.7,7,0,0,W,52,230.56,Sc,2.9,-0.2,0.0038,1.2493,18.97,31.36
3,17,17,9.7,1009.7,6,0,0,WNW,46,213.89,ScCi,2.8,-0.2,0.0034,1.248,18.34,61.62
3,17,18,9,1009.8,6,0,0,NNW,51,58.33,ScCi,3.3,-0.2,0.0036,1.2511,18.13,6.63
3,17,19,8.3,1010.5,7,0,0,NNW,54,0,ScCi,0.6,-0.53,0.0036,1.2542,17.52,0
3,17,20,7.8,1011.3,7,0,0,WNW,56,0,Sc,2,-0.87,0.0037,1.2564,17.03,0
3,17,21,7.8,1012,8,0,0,NW,53,0,Sc,2.4,-1.2,0.0035,1.2564,16.54,0
3,17,22,7.3,1012.3,5,0,0,W,53,0,Sc,3.6,-1.2,0.0033,1.2586,15.74,0
3,17,23,6.3,1012.5,3,0,0,NW,58,0,0,3.5,-1.2,0.0034,1.2632,14.91,0
3,17,24,5.7,1012.8,0,0,0,W,62,0,0,0.5,-1.2,0.0035,1.2659,14.52,0
3,18,1,5.3,1012.7,0,0,0,WNW,65,0,StNs,1.8,-1.03,0.0036,1.2677,14.29,0
3,18,2,4.5,1012.6,0,0,0,W,68,0,0,0.7,-0.87,0.0035,1.2713,13.39,0
3,18,3,4,1012.5,0,0,0,정온,72,0,0,0,-0.7,0.0036,1.2736,13.08,0
3,18,4,3.5,1012.9,0,0,0,WNW,74,0,0,0.7,-0.77,0.0036,1.2759,12.51,0
3,18,5,3,1013.2,0,0,0,정온,77,0,0,0.1,-0.83,0.0036,1.2782,12.04,0
3,18,6,2.7,1013.6,0,0,0,정온,76,0,0,0,-0.9,0.0035,1.2796,11.43,0
3,18,7,2.2,1013.8,0,0,0,NE,81,0,0,1.8,-1.07,0.0036,1.282,11.18,0
3,18,8,3.2,1013.9,1,0,0,NE,78,52.78,Ci,1.9,-1.23,0.0037,1.2773,12.49,4.22
3,18,9,5.6,1014.1,1,0,0,NE,60,277.78,Ci,1.2,-1.4,0.0034,1.2663,14.08,74.05
3,18,10,7.7,1013.7,1,0,0,SW,52,455.56,Ci,1.1,-2.4,0.0034,1.2569,16.21,184.63
3,18,11,8.6,1013.4,1,0,0,W,48,613.89,Sc,4.2,-3.4,0.0033,1.2528,16.96,310.26
3,18,12,9.5,1013,1,0,0,WSW,37,736.11,Sc,5,-4.4,0.0027,1.2488,16.36,425.14
3,18,13,9.9,1012.1,1,0,0,NW,24,813.89,Sc,3.9,-5.53,0.0018,1.2471,14.48,512.73
3,18,14,11.1,1011.1,0,0,0,W,22,819.44,0,4.6,-6.67,0.0018,1.2418,15.66,535.42
3,18,15,11.3,1010.2,0,0,0,W,25,727.78,0,4.5,-7.8,0.0021,1.2409,16.55,477.83
3,18,16,11.4,1010.3,0,0,0,WSW,30,558.33,0,5.5,-7.1,0.0025,1.2405,17.73,363.37
3,18,17,10.5,1010.4,0,0,0,WSW,34,352.78,0,4.8,-6.4,0.0027,1.2444,17.25,223.17
3,18,18,8.8,1010.5,0,0,0,W,36,127.78,0,4.3,-5.7,0.0025,1.2519,15.16,67.79
3,18,19,7.8,1010.9,0,0,0,WSW,42,0,0,4.1,-4.7,0.0027,1.2564,14.72,0
3,18,20,6.6,1011.2,0,0,0,WSW,56,0,0,2.3,-3.7,0.0034,1.2618,15.09,0
3,18,21,6.5,1011.6,0,0,0,WNW,51,0,0,2.1,-2.7,0.003,1.2622,14.18,0
3,18,22,5.9,1011.7,0,0,0,NNW,47,0,0,1,-4.4,0.0027,1.265,12.68,0
3,18,23,5.5,1011.9,0,0,0,W,38,0,0,1.6,-6.1,0.0021,1.2668,10.83,0
3,18,24,5.2,1012,0,0,0,W,39,0,0,1.6,-7.8,0.0021,1.2681,10.56,0
3,19,1,5,1012,0,0,0,WNW,44,0,0,2.3,-6.77,0.0024,1.2691,10.96,0
3,19,2,4.3,1011.9,0,0,0,WSW,51,0,0,2.6,-5.73,0.0026,1.2723,10.87,0
3,19,3,3.8,1011.9,0,0,0,WNW,55,0,0,1.4,-4.7,0.0027,1.2746,10.63,0
3,19,4,3.2,1011.9,0,0,0,NE,56,0,0,0.6,-4.7,0.0027,1.2773,9.86,0
3,19,5,2.6,1012,1,0,0,NE,56,0,Ci,1.3,-4.7,0.0025,1.2801,8.98,0
3,19,6,2.3,1012,1,0,0,NNE,57,0,Ci,0.9,-4.7,0.0025,1.2815,8.65,0
3,19,7,2,1012.4,1,0,0,NE,59,0,Ci,0.6,-5.13,0.0026,1.2829,8.44,0
3,19,8,4.9,1012.8,2,0,0,ENE,53,47.22,Ci,1.4,-5.57,0.0028,1.2695,12.02,3.78
3,19,9,7.5,1013.2,2,0,0,E,38,313.89,Ci,1.9,-6,0.0024,1.2577,13.64,105.83
3,19,10,8.6,1012.9,1,0,0,NE,30,502.78,Ci,1.4,-6.87,0.0021,1.2528,13.83,238.8
3,19,11,10.6,1012.5,1,0,0,E,24,669.44,0,1.8,-7.73,0.0019,1.244,15.41,378.37
3,19,12,10.6,1012.2,0,0,0,SSW,25,775,0,2.8,-8.6,0.002,1.244,15.6,470.47
3,19,13,10.8,1011.6,0,0,0,SW,25,797.22,0,3.8,-8.1,0.002,1.2431,15.87,491.41
3,19,14,11.8,1011,0,0,0,SW,24,755.56,0,3.6,-7.6,0.002,1.2388,17.01,467.09
3,19,15,11.7,1010.4,0,0,0,W,26,641.67,0,4.3,-7.1,0.0022,1.2392,17.3,385.88
3,19,16,12,1010.3,0,0,0,WSW,28,508.33,0,3.7,-6.53,0.0024,1.2379,18.16,307.11
3,19,17,10.8,1010.2,0,0,0,WSW,34,327.78,0,4.5,-5.97,0.0027,1.2431,17.69,191.56
3,19,18,10.2,1010.1,0,0,0,W,33,138.89,0,3,-5.4,0.0025,1.2458,16.62,79.83
3,19,19,7.4,1010.5,0,0,0,WNW,43,0,0,4.3,-5.17,0.0027,1.2582,14.29,0
3,19,20,6.1,1010.8,0,0,0,W,47,0,0,3.7,-4.93,0.0027,1.2641,12.98,0
3,19,21,5.9,1011.2,0,0,0,W,46,0,0,1.5,-4.7,0.0026,1.265,12.54,0
3,19,22,6.1,1011.2,0,0,0,WNW,44,0,0,1.8,-4.33,0.0026,1.2641,12.54,0
3,19,23,5.5,1011.2,0,0,0,WNW,46,0,0,1.7,-3.97,0.0026,1.2668,11.95,0
3,19,24,4.9,1011.2,0,0,0,W,53,0,0,1.8,-3.6,0.0028,1.2695,12.02,0
3,20,1,4.3,1011.3,0,0,0,W,59,0,0,1.4,-3.3,0.003,1.2723,11.9,0
3,20,2,3.7,1011.4,0,0,0,WNW,60,0,0,1.5,-3,0.0029,1.275,11.1,0
3,20,3,3.5,1011.5,0,0,0,WNW,64,0,0,0.4,-2.7,0.0031,1.2759,11.29,0
3,20,4,3.1,1011.6,0,0,0,NNE,68,0,0,0.7,-2.8,0.0032,1.2778,11.14,0
3,20,5,2.1,1011.6,0,0,0,NE,70,0,0,1.8,-2.9,0.0031,1.2824,9.8,0
3,20,6,1.9,1011.7,0,0,0,NE,68,0,0,1.5,-3,0.0029,1.2834,9.27,0
3,20,7,1.5,1012.2,0,0,0,NE,71,0,0,1.9,-3.37,0.003,1.2852,8.97,0
3,20,8,3.1,1012.6,0,0,0,NE,69,55.56,0,2.2,-3.73,0.0032,1.2778,11.26,4.44
3,20,9,5,1013.1,0,0,0,ENE,51,266.67,0,2.3,-4.1,0.0027,1.2691,11.9,61.81
3,20,10,7.5,1012.9,0,0,0,E,42,466.67,0,2.3,-4.73,0.0027,1.2577,14.28,191.93
3,20,11,9.3,1012.6,0,0,0,NE,33,625,0,2.4,-5.37,0.0024,1.2497,15.34,318.25
3,20,12,11.5,1012.4,0,0,0,NE,28,708.33,0,1.8,-6,0.0023,1.2401,17.45,383.82
3,20,13,12.7,1011.9,0,0,0,E,24,758.33,0,2.6,-6.13,0.0022,1.2349,18.23,441.44
3,20,14,13.4,1011.3,0,0,0,WSW,23,705.56,0,2.9,-6.27,0.0022,1.2319,18.96,403.39
3,20,15,13.9,1010.8,0,0,0,WSW,24,594.44,0,1.7,-6.4,0.0023,1.2297,19.89,323.98
3,20,16,13.6,1010.6,0,0,0,W,31,425,0,3.3,-4.5,0.003,1.231,21.18,199.29
3,20,17,12.8,1010.5,0,0,0,W,33,250,0,4,-2.6,0.003,1.2344,20.45,93.39
3,20,18,11.3,1010.3,0,0,0,W,43,102.78,0,3.5,-0.7,0.0036,1.2409,20.31,34.29
3,20,19,10.6,1010.7,0,0,0,W,45,0,0,3.9,-1.03,0.0035,1.244,19.59,0
3,20,20,10,1011.2,0,0,0,W,46,0,0,3.6,-1.37,0.0035,1.2466,18.82,0
3,20,21,9,1011.6,0,0,0,WNW,47,0,0,1.2,-1.7,0.0033,1.2511,17.42,0
3,20,22,8.1,1012,0,0,0,정온,50,0,0,0.1,-1.13,0.0033,1.2551,16.52,0
3,20,23,7.4,1012.3,0,0,0,NNE,56,0,0,0.9,-0.57,0.0036,1.2582,16.38,0
3,21,24,7.3,1012.7,0,0,0,NE,59,0,0,1.5,0,0.0037,1.2586,16.7,0
3,21,1,6.7,1012.8,2,0,0,ENE,63,0,0,1,-0.3,0.0038,1.2613,16.32,0
3,21,2,6.9,1013,3,0,0,ENE,59,0,Ci,2.3,-0.6,0.0036,1.2604,16.04,0
3,21,3,6.5,1013.1,5,0,0,ENE,59,0,Ci,2.7,-0.9,0.0035,1.2622,15.38,0
3,21,4,6.6,1013.1,6,0,0,ENE,56,0,Ci,2.3,-1,0.0034,1.2618,15.09,0
3,21,5,6.6,1013.2,7,0,0,ENE,57,0,AcCi,2,-1.1,0.0034,1.2618,15.24,0
3,21,6,6.4,1013.2,8,0,0,ENE,59,0,AcCi,2.3,-1.2,0.0035,1.2627,15.22,0
3,21,7,6.4,1013.6,7,0,0,ENE,62,0,AcCi,2.3,-0.97,0.0037,1.2627,15.67,0
3,21,8,7.1,1013.9,7,0,0,NE,60,63.89,Ci,2.4,-0.73,0.0037,1.2595,16.52,5.11
3,21,9,8.5,1014.3,6,0,0,NE,54,191.67,Ci,3.2,-0.5,0.0037,1.2533,17.84,21.34
3,21,10,10.5,1014.1,7,0,0,ENE,46,380.56,Ci,2.2,-0.73,0.0036,1.2444,19.63,101.74
3,21,11,11.8,1013.9,9,0,0,ENE,39,513.89,ScAs,2.3,-0.97,0.0033,1.2388,20.25,182.88
3,21,12,12.9,1013.7,10,0,0,NE,38,483.33,ScAs,2.1,-1.2,0.0035,1.234,21.76,127.52
3,21,13,12.6,1013,10,0,0,NW,38,411.11,ScAs,1.6,-1.53,0.0034,1.2353,21.29,73.6
3,21,14,13.9,1012.3,10,0,0,NE,32,450,ScAs,1.9,-1.87,0.0031,1.2297,21.88,112.19
3,21,15,13.2,1011.6,10,0,0,NNE,34,250,ScAs,1.1,-2.2,0.0032,1.2327,21.29,24.34
3,21,16,12.9,1011.6,10,0,0.03,NNW,37,122.22,ScAs,2.2,-2.67,0.0034,1.234,21.53,9.78
3,21,17,10.9,1011.7,10,0,0.07,NNE,53,38.89,ScAs,3.9,-3.13,0.0043,1.2427,21.71,3.11
3,21,18,11.2,1011.7,10,0,0.1,N,35,44.44,ScAs,4.5,-3.6,0.0029,1.2414,18.48,3.49
3,21,19,11,1012.1,10,0,0.07,N,43,0,ScAs,3.2,-1.97,0.0035,1.2423,19.83,0
3,21,20,10.6,1012.5,10,0,0.03,NNE,47,0,ScAs,3.3,-0.33,0.0037,1.244,19.99,0
3,21,21,9.9,1012.9,10,0,0,NNE,55,0,ScAs,3.5,1.3,0.0041,1.2471,20.38,0
3,21,22,9.5,1013.3,10,0,0,NE,58,0,ScAs,3,1.63,0.0043,1.2488,20.25,0
3,21,23,9.6,1013.7,10,0,0,NE,58,0,ScAs,3.2,1.97,0.0043,1.2484,20.43,0
3,21,24,9.4,1014.1,10,0,0,NE,61,0,ScAs,2,2.3,0.0044,1.2493,20.63,0
3,22,1,8.9,1014.3,7,0,0,NE,63,0,0,2.3,2.23,0.0044,1.2515,20.11,0
3,22,2,8.3,1014.5,5,0,0,ENE,66,0,Sc,1.5,2.17,0.0045,1.2542,19.57,0
3,22,3,7.6,1014.7,2,0,0,ENE,68,0,Sc,1.5,2.1,0.0044,1.2573,18.66,0
3,22,4,6.8,1014.9,1,0,0,NE,70,0,Sc,0.8,1.83,0.0043,1.2609,17.57,0
3,22,5,6.4,1015.2,1,0,0,ENE,70,0,0,1.9,1.57,0.0042,1.2627,16.87,0
3,22,6,5.8,1015.4,0,0,0,NE,73,0,0,1.5,1.3,0.0042,1.2654,16.27,0
3,22,7,5.6,1016,0,0,0,ENE,75,0,0,2.5,1,0.0042,1.2663,16.21,0
3,22,8,6.8,1016.5,0,0,0,ENE,68,58.33,0,2,0.7,0.0042,1.2609,17.26,4.67
3,22,9,8.4,1017.1,0,0,0,ENE,57,252.78,0,2,0.4,0.0039,1.2537,18.2,49.46
3,22,10,10.1,1016.9,0,0,0,SE,48,436.11,0,0.8,0.2,0.0037,1.2462,19.37,152.73
3,22,11,11.2,1016.7,0,0,0,S,45,586.11,0,2.4,0,0.0037,1.2414,20.56,263.45
3,22,12,12.3,1016.5,0,0,0,W,42,686.11,0,2.1,-0.2,0.0037,1.2366,21.71,349.49
3,22,13,13.5,1015.8,0,0,0,WNW,35,713.89,0,3.6,-0.13,0.0033,1.2314,22,379.33
3,22,14,14.1,1015.2,0,0,0,WSW,35,694.44,0,4,-0.07,0.0035,1.2289,22.94,384.2
3,22,15,14.5,1014.5,0,0,0,WSW,37,633.33,0,4.6,0,0.0038,1.2271,24.09,368.82
3,22,16,14.5,1014.5,0,0,0,W,35,502.78,0,3.5,-0.57,0.0036,1.2271,23.58,293.9
3,22,17,14.3,1014.4,0,0,0,W,37,325,0,3.4,-1.13,0.0037,1.228,23.77,181.6
3,22,18,12.7,1014.4,0,0,0,W,36,133.33,0,4.4,-1.7,0.0033,1.2349,20.99,66.26
3,22,19,10.3,1014.7,0,0,0,W,41,0,0,3.9,-2.13,0.0032,1.2453,18.33,0
3,22,20,9.6,1015,0,0,0,W,41,0,0,2.7,-2.57,0.003,1.2484,17.25,0
3,22,21,9.3,1015.3,0,0,0,W,42,0,0,3.6,-3,0.003,1.2497,16.98,0
3,22,22,9.1,1015.3,0,0,0,W,43,0,0,1.6,-2.4,0.0031,1.2506,16.85,0
3,22,23,8.8,1015.2,0,0,0,WSW,47,0,0,1.9,-1.8,0.0033,1.2519,17.1,0
3,22,24,8.1,1015.2,0,0,0,SW,52,0,0,1.9,-1.2,0.0035,1.2551,16.85,0
3,23,1,7.6,1014.9,0,0,0,WSW,56,0,ScAs,2.2,-0.87,0.0036,1.2573,16.7,0
3,23,2,6.9,1014.5,0,0,0,SW,57,0,0,2.2,-0.53,0.0035,1.2604,15.73,0
3,23,3,6.4,1014.2,0,0,0,정온,62,0,0,0,-0.2,0.0037,1.2627,15.67,0
3,23,4,6.2,1014.3,0,0,0,정온,65,0,0,0,-0.13,0.0038,1.2636,15.78,0
3,23,5,6.1,1014.5,0,0,0,W,65,0,0,1.2,-0.07,0.0038,1.2641,15.62,0
3,23,6,6.1,1014.6,0,0,0,W,65,0,0,0.4,0,0.0038,1.2641,15.62,0
3,23,7,6,1014.9,3,0,0,W,65,-12.23,0,1.3,-0.3,0.0038,1.2645,15.45,-12.23
3,23,8,6.2,1015.3,6,0,0,정온,64,58.33,Cs,0.1,-0.6,0.0037,1.2636,15.64,4.67
3,23,9,7.6,1015.6,9,0,0,SW,55,177.78,Cs,1.6,-0.9,0.0035,1.2573,16.54,16.89
3,23,10,8.7,1015.3,9,0,0,SSE,45,261.11,Cs,0.6,-2.6,0.0031,1.2524,16.59,29.8
3,23,11,10,1014.9,9,0,0,S,35,294.44,Ci,0.9,-4.3,0.0026,1.2466,16.71,31.23
3,23,12,10.9,1014.6,9,0,0,SW,30,375,Ci,3.1,-6,0.0024,1.2427,17.02,54.83
3,23,13,11.4,1013.9,9,0,0,WSW,34,313.89,Ci,2.3,-5.2,0.0028,1.2405,18.57,31.87
3,23,14,11.8,1013.1,10,0,0,SW,36,286.11,ScAs,2.1,-4.4,0.0031,1.2388,19.6,27.5
3,23,15,11.9,1012.4,10,0,0,W,34,308.33,ScAs,3,-3.6,0.0029,1.2383,19.32,43.57
3,23,16,12,1012.1,9,0,0,WNW,28,194.44,ScAs,2.3,-4.07,0.0024,1.2379,18.16,18.16
3,23,17,12.2,1011.8,8,0,0,WNW,27,261.11,Ci,1.1,-4.53,0.0024,1.237,18.22,100.53
3,23,18,11.7,1011.5,7,0,0,W,31,86.11,Ci,2.1,-5,0.0026,1.2392,18.38,17.05
3,23,19,11.1,1011.4,6,0,0,W,33,0,Ci,1.7,-4.07,0.0027,1.2418,17.92,0
3,23,20,10.3,1011.3,4,0,0,WNW,37,0,Ci,2.1,-3.13,0.0029,1.2453,17.54,0
3,23,21,9.6,1011.2,3,0,0,NW,44,0,Ci,1.4,-2.2,0.0032,1.2484,17.81,0
3,23,22,8.9,1011,3,0,0,W,47,0,Ci,1.4,-2.03,0.0033,1.2515,17.26,0
3,23,23,8.6,1010.8,3,0,0,WSW,47,0,Ci,1.2,-1.87,0.0032,1.2528,16.79,0
3,23,24,8,1010.6,3,0,0,정온,51,0,Ci,0,-1.7,0.0034,1.2555,16.52,0
3,24,1,7.2,1010.2,3,0,0,정온,53,0,0,0,-1.53,0.0033,1.2591,15.58,0
3,24,2,6.8,1009.7,3,0,0,NNE,54,0,Ci,1,-1.37,0.0033,1.2609,15.1,0
3,24,3,6.4,1009.3,3,0,0,NE,57,0,Ci,1.2,-1.2,0.0034,1.2627,14.92,0
3,24,4,6,1009.1,3,0,0,NNE,60,0,Ci,0.4,-1.03,0.0035,1.2645,14.72,0
3,24,5,5.8,1008.9,4,0,0,정온,63,0,Ci,0,-0.87,0.0036,1.2654,14.83,0
3,24,6,5.8,1008.7,4,0,0,NE,63,0,Ci,0.8,-0.7,0.0036,1.2654,14.83,0
3,24,7,5.8,1008.8,4,0,0,NE,63,-6.87,Ci,1.8,-1.1,0.0036,1.2654,14.83,-6.87
3,24,8,6.5,1008.8,5,0,0,NE,59,55.56,Ci,2.4,-1.5,0.0035,1.2622,15.38,4.44
3,24,9,8.2,1008.9,5,0,0,NE,49,216.67,Ci,2.2,-1.9,0.0033,1.2546,16.5,28.83
3,24,10,9.7,1008.6,7,0,0,WSW,54,330.56,Ci,1.3,-0.37,0.004,1.248,19.85,61.25
3,24,11,11.1,1008.3,8,0,0,SSW,48,419.44,ScAs,2,1.17,0.0039,1.2418,21.02,92.83
3,24,12,10.3,1008,10,0,0,SW,59,133.33,ScAs,3.3,2.7,0.0046,1.2453,21.85,10.67
3,24,13,10.5,1007.5,10,0,0,WSW,59,230.56,ScAs,2.7,2.93,0.0046,1.2444,22.21,18.11
3,24,14,10.2,1006.9,10,0,0,WSW,61,102.78,ScAs,3.6,3.17,0.0047,1.2458,22.07,8.22
3,24,15,10,1006.4,10,0,0,WSW,64,111.11,ScAs,2.8,3.4,0.0049,1.2466,22.28,8.89
3,24,16,11.1,1006.1,8,0,0,WNW,58,225,ScAs,2.3,3.47,0.0047,1.2418,23.09,26.55
3,24,17,10.9,1005.9,6,0,0,WSW,62,161.11,Ci,1.7,3.53,0.005,1.2427,23.55,21.44
3,24,18,10.7,1005.6,4,0,0,W,62,75,Ci,2.9,3.6,0.0049,1.2436,23.18,10.47
3,24,19,10.1,1005.9,6,0,0,W,66,0,Ci,2.4,3.93,0.005,1.2462,22.86,0
3,24,20,9.5,1006.2,8,0,0,W,71,0,ScAs,3.6,4.27,0.0052,1.2488,22.67,0
3,24,21,8.9,1006.5,10,0,0,W,74,0,ScAs,3.4,4.6,0.0052,1.2515,22.08,0
3,24,22,8.5,1006.6,10,0,0,W,77,0,ScAs,3.6,4.6,0.0053,1.2533,21.84,0
3,24,23,8.2,1006.7,10,0,0,W,79,0,ScAs,3,4.6,0.0053,1.2546,21.61,0
3,24,24,8.1,1006.8,10,0,0,W,78,0,ScAs,2.3,4.6,0.0052,1.2551,21.25,0
3,25,1,7.8,1006.8,10,0,0,W,78,0,Ci,2.9,4.43,0.0051,1.2564,20.67,0
3,25,2,7.6,1006.8,10,0,0,W,78,0,ScAs,2.6,4.27,0.005,1.2573,20.3,0
3,25,3,7.3,1006.8,10,0,0,W,80,0,ScAs,3.5,4.1,0.0051,1.2586,20.05,0
3,25,4,6.7,1007,10,0,0,W,84,0,ScAs,1.7,4.23,0.0051,1.2613,19.54,0
3,25,5,6.7,1007.2,10,0,0,W,86,0,ScAs,2.1,4.37,0.0052,1.2613,19.85,0
3,25,6,6.7,1007.4,10,0,0,W,85,0,ScAs,2.5,4.5,0.0052,1.2613,19.7,0
3,25,7,6.3,1007.8,10,0,0,WSW,82,-0.53,ScAs,3.5,4,0.0048,1.2632,18.49,-0.53
3,25,8,6.1,1008.2,10,0,0,W,81,8.33,ScAs,3.2,3.5,0.0047,1.2641,17.97,0.67
3,25,9,5.7,1008.6,10,0,0,W,83,38.89,ScAs,3.3,3,0.0047,1.2659,17.53,3.11
3,25,10,5.8,1008.8,10,0,0,W,83,75,ScAs,3.6,2.63,0.0047,1.2654,17.71,6
3,25,11,6.6,1009,9,0,0,W,77,175,ScAs,2.4,2.27,0.0046,1.2618,18.29,14
3,25,12,7.5,1009.2,9,0,0,W,68,297.22,ScAs,3.8,1.9,0.0044,1.2577,18.49,27.8
3,25,13,9.7,1008.8,9,0,0,SW,59,672.22,ScAs,4.2,2.17,0.0044,1.248,20.79,318.49
3,25,14,10.1,1008.4,8,0,0,SW,55,577.78,ScAs,3.9,2.43,0.0042,1.2462,20.72,231.93
3,25,15,9.5,1008,8,0,0,SSW,62,422.22,ScAs,4.5,2.7,0.0045,1.2488,21,117.28
3,25,16,9.2,1007.9,7,0,0,SW,65,438.89,ScAs,5.2,2.7,0.0047,1.2502,21.01,206.02
3,25,17,8.2,1007.8,5,0,0,SW,69,258.33,Sc,5.2,2.7,0.0046,1.2546,19.9,94.13
3,25,18,7,1007.7,4,0,0,SW,74,119.44,Sc,4.5,2.7,0.0046,1.26,18.55,44
3,25,19,6.3,1008.4,6,0,0,SW,78,0,Sc,3.7,2.7,0.0046,1.2632,17.89,0
3,25,20,6.1,1009,8,0,0,W,79,0,ScAs,3.1,2.7,0.0046,1.2641,17.68,0
3,25,21,5.9,1009.7,10,0,0,W,79,0,ScAs,2.8,2.7,0.0045,1.265,17.31,0
3,25,22,5.7,1010.1,10,0,0,W,80,0,ScAs,2.6,2.63,0.0045,1.2659,17.1,0
3,25,23,5.5,1010.4,10,0,0,W,81,0,ScAs,3,2.57,0.0045,1.2668,16.88,0
3,25,24,5.4,1010.8,10,0,0,W,81,0,ScAs,0.5,2.5,0.0045,1.2672,16.7,0
3,26,1,5.6,1010.6,10,0,0,SW,80,0,ScAs,1.5,2.43,0.0045,1.2663,16.92,0
3,26,2,5.3,1010.4,10,0,0,SSW,82,0,ScAs,2.9,2.37,0.0045,1.2677,16.66,0
3,26,3,4.9,1010.2,10,0,0,SSE,82,0,ScAs,0.8,2.3,0.0044,1.2695,15.94,0
3,26,4,5.1,1010.3,10,0,0,SE,82,0,ScAs,1.6,2.23,0.0045,1.2686,16.3,0
3,26,5,5.1,1010.3,10,0,0,SE,81,0,ScAs,1.6,2.17,0.0044,1.2686,16.16,0
3,26,6,5.1,1010.4,10,0,0,SE,80,0,ScAs,1.3,2.1,0.0043,1.2686,16.02,0
3,26,7,5,1010.2,10,0,0,ESE,80,0.76,ScAs,1.5,1.83,0.0043,1.2691,15.84,0.06
